Sample,O2.UC1.0,O2.UC1.2,O2.UC11.0,O2.UC11.2,O2.UC12.0,O2.UC12.2,O2.UC13.0,O2.UC13.2,O2.UC14.0,O2.UC14.2,O2.UC16.0,O2.UC16.2,O2.UC17.0,O2.UC17.2,O2.UC18.0,O2.UC18.2,O2.UC19.0,O2.UC19.2,O2.UC2.0,O2.UC2.2,O2.UC20.0,O2.UC20.2,O2.UC21.0,O2.UC21.2,O2.UC22.0,O2.UC22.2,O2.UC23.0,O2.UC23.2,O2.UC24.0,O2.UC24.2,O2.UC26.0,O2.UC26.2,O2.UC27.0,O2.UC27.2,O2.UC29.0,O2.UC29.2,O2.UC3.0,O2.UC3.2,O2.UC30.0,O2.UC30.2,O2.UC31.0,O2.UC31.2,O2.UC32.0,O2.UC32.2,O2.UC34.0,O2.UC34.2,O2.UC35.0,O2.UC35.2,O2.UC36.2,O2.UC37.0,O2.UC37.2,O2.UC38.0,O2.UC38.2,O2.UC4.0,O2.UC4.2,O2.UC40.0,O2.UC40.2,O2.UC41.0,O2.UC41.2,O2.UC43.0,O2.UC43.2,O2.UC44.0,O2.UC44.2,O2.UC46.0,O2.UC46.2,O2.UC47.0,O2.UC47.2,O2.UC48.0,O2.UC48.2,O2.UC49.0,O2.UC49.2,O2.UC5.0,O2.UC5.2,O2.UC50.0,O2.UC50.2,O2.UC51.0,O2.UC51.2,O2.UC52.0,O2.UC52.2,O2.UC53.0,O2.UC53.2,O2.UC54.0,O2.UC54.2,O2.UC55.0,O2.UC55.2,O2.UC56.0,O2.UC56.2,O2.UC57.0,O2.UC57.2,O2.UC58.0,O2.UC58.2,O2.UC59.0,O2.UC59.2,O2.UC60.0,O2.UC60.2,O2.UC9.0,O2.UC9.2,V1.CD1.0,V1.CD10.0,V1.CD11.0,V1.CD12.0,V1.CD13.0,V1.CD14.0,V1.CD15.0,V1.CD15.3,V1.CD16.0,V1.CD17.0,V1.CD17.4,V1.CD18.0,V1.CD18.3,V1.CD19.0,V1.CD2.0,V1.CD20.4,V1.CD21.0,V1.CD21.4,V1.CD22.0,V1.CD24.0,V1.CD25.0,V1.CD25.4,V1.CD27.0,V1.CD28.0,V1.CD29.0,V1.CD3.0,V1.CD30.0,V1.CD31.0,V1.CD34.0,V1.CD35.0,V1.CD35.1,V1.CD36.0,V1.CD38.0,V1.CD4.0,V1.CD41.0,V1.CD42.0,V1.CD6.0,V1.CD6.4,V1.CD7.0,V1.CD7.4,V1.CD8.0,V1.CD9.0,V1.UC1.0,V1.UC10.0,V1.UC10.2,V1.UC11.0,V1.UC11.5,V1.UC12.0,V1.UC12.4,V1.UC13.0,V1.UC13.3,V1.UC14.0,V1.UC14.1,V1.UC15.0,V1.UC15.3,V1.UC16.0,V1.UC17.0,V1.UC17.2,V1.UC18.0,V1.UC19.0,V1.UC2.0,V1.UC2.4,V1.UC21.0,V1.UC21.4,V1.UC23.0,V1.UC23.1,V1.UC24.0,V1.UC25.0,V1.UC25.1,V1.UC26.0,V1.UC26.4,V1.UC27.0,V1.UC28.0,V1.UC29.0,V1.UC3.0,V1.UC3.2,V1.UC30.0,V1.UC31.0,V1.UC31.4,V1.UC32.0,V1.UC33.0,V1.UC34.0,V1.UC35.0,V1.UC35.4,V1.UC36.0,V1.UC37.0,V1.UC38.0,V1.UC39.0,V1.UC4.0,V1.UC4.5,V1.UC40.0,V1.UC41.0,V1.UC42.0,V1.UC43.0,V1.UC44.0,V1.UC45.0,V1.UC46.0,V1.UC47.0,V1.UC48.0,V1.UC49.0,V1.UC49.1,V1.UC5.0,V1.UC5.3,V1.UC50.1,V1.UC51.0,V1.UC51.4,V1.UC52.0,V1.UC52.1,V1.UC53.0,V1.UC53.4,V1.UC54.0,V1.UC55.0,V1.UC55.4,V1.UC56.0,V1.UC57.0,V1.UC58.0,V1.UC6.0,V1.UC61.0,V1.UC62.0,V1.UC7.0,V1.UC8.0,V1.UC9.0
V1.CD20.4__NODE_129_length_99060_cov_5.73596__47362__t1pks__ANTISMASH__39230_86592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25401492752548,3.58132192076857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13134013664735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V1.CD19.0__NODE_742_length_36363_cov_28.7744__34534__arylpolyene__ANTISMASH__0_34534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4225885327392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V1.CD19.0__NODE_740_length_36398_cov_5.41485__33886__nrps__ANTISMASH__2512_36398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64595754073911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V1.CD19.0__NODE_73_length_103687_cov_59.8611__41227__arylpolyene__ANTISMASH__31813_73040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6289438036608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V1.CD19.0__NODE_630_length_39856_cov_29.4238__36334__nrps__ANTISMASH__0_36334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.068353894345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V1.CD19.0__NODE_4975_length_8961_cov_11.3461__8961__lantipeptide__ANTISMASH__0_8961,0,4.44995790079157,0,8.44486522738389,0,0.962914360041469,0,0.577768103769597,0,0.878198288758947,0,0.83503925726492,0,1.28759889931143,0,1.24841013637904,0,0.263840203072074,4.03395999071568,2.62957816080862,0,1.34115982737946,0,1.95545544515486,0,3.4186580555325,0,4.9418503212802,0,0,0,0,1.72469929706674,1.20777465524561,1.16750485991358,1.07476165259989,1.99890969627261,3.24944686211031,5.23861290439485,2.35870574631208,1.23366863356366,2.58427335140147,5.62980577829494,7.65164128070797,0,1.66560540618383,2.54511371337058,3.5661839627597,2.39140386139727,0.722316171314947,3.54291845068103,1.03676159698777,0.821201615785391,0,2.73308543984404,1.51066837726665,3.86536889378236,0.970307131719022,1.62065658562803,0,0,1.60714857697459,1.62467740465819,4.09468708401196,2.68991856379317,1.20524221573999,0.790740390781536,4.89306135413213,3.31640562633554,5.3391821800578,0.678363120590285,3.72003720677053,5.75892928333811,1.21938865251548,1.74536899626714,1.26537587123473,0.590717405807493,0.695740588774367,1.90634988526204,2.30378560510532,7.49794428503987,0.749248104544348,1.62042732835077,3.1194247239942,4.10360355422713,4.10309255210571,5.52727241746292,1.78204722036593,1.54315580121275,1.94368031743929,2.0416557744509,1.56730827380086,2.70481916770782,1.17033886274181,1.29495026920762,9.7809277947719,2.25678783820441,0,0,0,0,0.845888954775498,4.39679712520451,0,3.52598734316602,4.77352225642656,19.9346684347849,0,0,0.432562229356541,6.45959140428455,0,1.22157186397667,0,1.39123684390048,2.33480342690804,3.56497457414154,0,0.340160289192199,13.8250909234202,1.89684713703548,3.58433883146177,0,1.88530158715435,1.82639774016582,2.33716414693478,0,0,1.97747510999662,1.77367118502548,0,2.63579089348727,1.13570775743845,0,2.21916105221634,1.32942641662381,18.6947420307947,0,0,1.11753261393839,1.70336796957716,0.689823552968374,0,0,3.34339874150305,4.16414194014937,0,1.02773024164555,0,0,3.46058774504833,5.31059591611477,4.6736211734816,0,0.386120416358759,0,0,3.41824511536749,2.994850283897,0,2.15275226028174,5.35442254902492,2.20669686775269,1.36928438259776,4.72529418072576,0,0.841116041309319,0.276133040878748,3.3748500686418,2.49963499917302,1.70112929301789,1.66536871295702,0,2.52421706903293,11.4834818077462,5.00777290199861,3.21273342491574,4.64303373080499,7.46718578541805,0.730691133454249,0.988456270490626,1.08987384240456,1.14021224949533,4.57018344619496,21.2770988400449,1.70540929786306,4.98533828059678,5.34708214338915,0,0.953606130386735,1.23180821383123,3.22161255175585,5.42609539365456,3.12846731908264,3.33567660749549,1.94304298621714,2.09373085316257,1.16922402754042,1.33386789147928,6.67506706686974,0,0.926386992094947,1.6749983277004,1.42399659885023,1.6184264673301,0.537412136265681,0,6.50914935360538,8.70539029233169,5.67686383014846,0,1.53891145405418,0.575356180196238,1.27797810638997,0.180566136784589,0.597572948154936,0,3.83834488697889,0
V1.CD19.0__NODE_49_length_118665_cov_4.37571__37886__nrps__ANTISMASH__0_37886,0,6.34211154598573,0,0,0,0,0,3.85096309536249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39946476788292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74623249496001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3600920250028,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29379104749932,0,2.0421237489236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3322767431809,0,0,0,0,0.522227177884196,0,0,0,0,0,0,0,0.856851454712444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51395211095793,3.65340564107263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V1.CD19.0__NODE_1531_length_22879_cov_29.4335__22879__arylpolyene__ANTISMASH__0_22879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6903618988906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V1.CD19.0__NODE_13_length_199657_cov_7.77472__43554__arylpolyene__ANTISMASH__144630_188184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96179548225405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76333738963577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341787688662019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205718493334763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146916492203634,0,0,0,0,0,0
V1.CD19.0__NODE_1169_length_27435_cov_7.45679__27435__lantipeptide__ANTISMASH__0_27435,0,0,0,0.840357273686528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55501547928618,2.03601214881234,0,0.934567486099072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721322612551995,0,0,0,0,0,0,0,0,0,0.953083171244353,0,0,3.40814602198429,0,0,0,0.881340842830422,0.88187917015668,2.0205437207099,1.10097509913451,0,0,0,0,0,0,1.86045577095287,0,0,4.87469973506122,5.60861842642663,9.68348311586583,0,0.687671123253188,0.902004478182198,0.703426842546078,0.779858038004932,0,0,0,0,0,0,0,0,0,0,7.24899265960343,10.5970587448764,1.21297247842678,1.12613379220583,0.392038157385346,0.571878109467353,0.920943108662703,4.08064637403148,0,0,2.36697294145169,0,0,0,0,0,0,0,0,0,0,10.0360232776413,0,2.33452563013192,0,4.01792044689977,0,0,0,0.96823048531125,0.825814191562112,0,0,0,0,0,1.18246004465682,0,0,1.20558294071785,1.44030238463351,0,0,1.55655096919724,0,0,1.37944511120515,0,0,0.656533061505993,0,0,0,0,0,0,0,0,0,0,2.27057494129599,0,0,0,0,0,1.1955507219517,0,0,0,0,0,1.24914192361254,1.52094767071368,0,0.916818891463552,4.24310712696783,1.6297571386069,0.5262124215007,2.15611580788367,0,0,0,1.51808940166451,0,0.672942351580786,0.697878214405376,0,0,0,0,1.7061979961593,1.88404460570747,10.4025325330528,0,0,0.83145826885758,0,0,0,0.753784813435715,2.32697975789486,7.95880425343521,0,0,0.36572698813876,0,0,2.40396905708935,0,0,0,0,0,3.25793297599322,0,0,0.777172927324116,1.18956253819864,0.422020703562747,0,0,0,8.88271312748743,2.22431526073315,0,0.714038356188389,0.357318005560591,1.12060496157539,0,0,0,2.28565211018042,0
V1.CD18.3__NODE_875_length_21155_cov_4.96829__18735__lantipeptide__ANTISMASH__2420_21155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85387421926064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24667031266797,0,0,0,0,0,0,0,0,0,2.7496400542121,0.241294414183473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478077058941499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5870243396088,1.04292425096524,0,0,0,0,0,0,0,0,0
V1.CD18.3__NODE_78_length_114577_cov_12.9704__43190__nrps__ANTISMASH__49316_92506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341462537021833,0,0,0,0,0,0,0,0,0,0,0,0,0.3337757876164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48737035163459,0,1.38848758177244,0,0,0.8056688040086,0.586638014364821,0,1.41922977883075,1.3488877152833,1.44367316761516,8.4646822281773,0,0,0.410543332324273,1.69305425617438,3.86416154977918,0,0,0.290710595463954,0.280549247878027,0,0,0,0,0,0,0,5.89862733031295,8.58290737571332,0,0,0,0,0,0,0,2.06828839801379,1.8127125575436,0,0,0,0,0,0,0,0,0,0,0,0,2.0708364185719,0,0,0.489159344915284,0,0,0,0,0,0,0,0,0,0,0,0,0.627631297859571,0,0,0,0,0,0,0,0,0,0,0,0,0.109414936227415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356947625112528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365702432817636,0,0,0,0
V1.CD18.3__NODE_543_length_33639_cov_4.77606__26810__other__ANTISMASH__0_26810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2969260744605,0,0,0,0,0,0,0,0,0,0,2.54879515389517,0,0,0,0,0,0,0,0.833014881408018,0,0,0,0,0,0,0,0,4.30766570694708,3.16040513289974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V1.CD18.3__NODE_525_length_34560_cov_3.39339__30574__arylpolyene__ANTISMASH__0_30574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10870626386679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06770266708391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V1.CD18.3__NODE_40_length_166683_cov_10.5209__78756__nrps-t1pks__ANTISMASH__0_78756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22409313821444,0.424691574333284,0,0,0,0,0,0,0,0,0,0,0,0,6.98572123268067,4.69750087469556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208361940950799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724882274573852,0,0.8522155742789,7.26974559896822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248000626158058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298450410806387,0.150556541551449,0,0,0,0,3.43483929767564,0,0,0,0,0.859150867069586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2097517889452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V1.CD18.3__NODE_40_length_166683_cov_10.5209__59165__nrps-t1pks__ANTISMASH__61574_120739,0,0,0,0,0,0.27216783675968,0,0,0,0,0,0,0,0,0,0,2.2056930221623,0.42000602862712,0,0.282919848959308,0,0,0,0,0,0,1.47825330115541,0,0,0,5.83362872177969,4.02922743673111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220261312498209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508100331074114,0.42464818150043,0,0,0,0,0,2.58289357266856,0,0,0.90598668664826,0,0,0,0,0,0,0,0,0,0,0,0,0.32787391274141,0,0,0,0,0,0,0,0,0,34.4024528605077,0,0,0,0,0,0.383738101781584,0,0.631988858286665,0,0.854015490723183,6.62263924583003,0,0,0.396868880683187,0,0.561352192831629,0,0,0,0,0,0,0,0,0,0.260171063224972,0,0.826983569755005,0.681685836364409,0,0,0,24.0954124923375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220776314556345,0,0.519247927393649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309427521447856,0,0,0,0,0,2.23686494079045,0,0,0,0,0.624939730249583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348866649423527,0.475903498099796,0.729958511842854,0,0.247244432725255,0,0,0.172444010240444,0,0,0,0,0,0,0,0.190996545976751,0,1.57925033771426,0,0,0,0
V1.CD18.3__NODE_1307_length_13012_cov_2.39809__6423__bacteriocin__ANTISMASH__6589_13012,0,0,0,0.175434177423361,0,0,0,0,0,0.654673214195585,0,0,0,1.34141738322081,0,0,0,0,0,0,0,0.331970954544958,0,0,0,0,0,2.27041468619605,0,0,0,0.643804369306048,0,0.400308072322277,0,0,0.614473376261384,0,2.18738833599404,0.585406263811944,0,0,1.31090726222601,0.572849594997603,0,0.235706314549169,0.270069200953252,0.403118799354468,0,0,6.18290917026864,0,0,0,0,0,0.544004499397195,0,0,0.165151759242707,0.670770702007739,0,0,0,0,0,0,0.750055390163938,0,0,0,0,0,0,0,0.276705266734272,0,0.189911198018209,0,0,0,0,0,0,0,1.62248916984854,0,0,0,0,0,0,0,0,0,0.496508066626972,0,0,0,0,0,0,0,0,0.286806360535406,1.13916666301593,0,0,1.4677531808157,1.43635113079962,0,0,0,0,0.619081771981391,0,0,0.859681496093931,0,0,0,0.308260065409797,0,0,0.311494976171207,0,0,0,0,0,0,0,0,0,0,0,1.4739984197778,0,0,0,0,0,2.93206903563605,0,0.580454733449749,0.263580397342086,0,0.570965898829977,0,0,0,0,0,0,0,0,0,1.37656347191308,0,0,0.379454665420481,0,0,0,4.52323691340409,0.224767242803342,0.264171295096346,1.17132273226852,0,0,0,0,0,0,0.889895927892793,3.43378207078634,1.5201546864627,0,0.73766181810565,0.344592075409465,0,0,0,1.75559618186211,0,0.907190862173345,0,0,0.216107764334069,0,0,0,0.536612399808266,0,0,0,0,0.805547694976555,0,0,0,0.254521791445838,0,0,0,0.237695051022435,0,0,1.10836263511559,0,0,0.76183896047759,0.226516424606802,1.15029775166468,0,0,0,0,0
V1.CD18.3__NODE_120_length_89640_cov_2.48977__41492__arylpolyene__ANTISMASH__48148_89640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60970157499708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10168172689437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V1.CD18.3__NODE_1194_length_14737_cov_2.43414__14737__resorcinol__ANTISMASH__0_14737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50197626536928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821702764980726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
